Material ID,Formula,Transition Metal Group,Crystal System,Space Group,Total Magnetization (μB),Magnetization per Atom (µB/atom),Num Atoms,Is Stable
mp-32554,Ta2I5,Ta,Triclinic,P1,0.9900626,0.1414375142857143,7,False
mp-23238,Ta3I7,Ta,Orthorhombic,Cmce,1.2e-06,3e-08,40,True
mp-567537,TaI4,Ta,Triclinic,P-1,0.0,0.0,20,False
mp-570679,TaI5,Ta,Orthorhombic,Pnma,0.0,0.0,48,True
mp-1204035,W15I47,W,Monoclinic,C2,0.9549159,0.01540186935483871,62,False
mp-1196387,W3I8,W,Monoclinic,P2_1/c,0.0226043,0.0002568670454545455,88,False
mp-1194880,W5I16,W,Orthorhombic,Pna2_1,0.039806,0.0004738809523809524,84,True
mp-1207889,WI2,W,Orthorhombic,Cmce,0.0,0.0,36,True
mp-1196036,WI3,W,Tetragonal,P4_12_12,0.0104554,0.00010891041666666666,96,False
mp-1195045,WI4,W,Orthorhombic,Pbcn,0.0041072,3.422666666666667e-05,120,True
mp-1183714,Co3I,Co,Tetragonal,I4/mmm,3.8324478,0.95811195,4,False
mp-1183756,Co3I,Co,Hexagonal,P6_3/mmc,10.5853557,1.3231694625,8,False
mp-569610,CoI2,Co,Trigonal,P-3m1,1.0067575,0.3355858333333333,3,True
mp-27215,CrI2,Cr,Monoclinic,C2/m,4.0028545,1.3342848333333333,3,False
mp-567687,CrI2,Cr,Orthorhombic,Cmc2_1,7.9998315,1.33330525,6,False
mp-1181742,CrI2,Cr,Hexagonal,P6_3mc,8.0256143,1.3376023833333335,6,False
mp-1213805,CrI3,Cr,Trigonal,P3_112,18.0000009,0.7500000375,24,True
mp-571122,FeI2,Fe,Trigonal,P-3m1,4.0000002,1.3333334,3,True
mp-1185925,Mn3I,Mn,Cubic,Pm-3m,9.3712338,2.34280845,4,False
mp-28013,MnI2,Mn,Trigonal,P-3m1,5.0000003,1.6666667666666666,3,True
mp-685088,Sc12I25,Sc,Triclinic,P-1,0.2796232,0.003778691891891892,74,True
mp-862329,ScI2,Sc,Tetragonal,P4_2/mnm,1.9711637,0.3285272833333333,6,False
mp-1186991,ScI3,Sc,Hexagonal,P6_3/mmc,0.0,0.0,8,True
mp-980194,TiI,Ti,Hexagonal,P6_3mc,1.921938,0.4804845,4,False
mp-1207060,TiI2,Ti,Trigonal,P-3m1,0.2415966,0.0805322,3,False
mp-23223,TiI3,Ti,Hexagonal,P6_3/mcm,0.8070297,0.1008787125,8,False
mp-23264,TiI3,Ti,Orthorhombic,Pmmn,1e-07,6.25e-09,16,True
mp-541013,TiI4,Ti,Monoclinic,C2/c,0.0,0.0,10,True
mp-1187728,VI,V,Hexagonal,P6_3mc,8.0007384,2.0001846,4,False
mp-1018138,VI2,V,Trigonal,P-3m1,2.9999995,0.9999998333333333,3,True
mp-865493,VI3,V,Hexagonal,P6_3/mmc,4.0,0.5,8,True
mp-1052892,VI3,V,Orthorhombic,Cmcm,4.0000013,0.5000001625,8,False
mp-2050200,VI3,V,Monoclinic,P2_1/m,4.0000008,0.5000001,8,False
mp-684621,Cu13I15,Cu,Monoclinic,Cm,0.0693324,0.002476157142857143,28,True
mp-685100,Cu14I19,Cu,Monoclinic,Cm,2.4610494,0.07457725454545454,33,False
mp-685158,Cu16I19,Cu,Monoclinic,Cm,0.02781,0.0007945714285714287,35,False
mp-22863,CuI,Cu,Tetragonal,P4/nmm,0.0,0.0,4,False
mp-22895,CuI,Cu,Cubic,F-43m,0.0,0.0,8,False
mp-23306,CuI,Cu,Trigonal,R-3m,1.48e-05,3.7e-06,4,False
mp-32750,CuI,Cu,Trigonal,R3m,0.0,0.0,8,False
mp-569346,CuI,Cu,Hexagonal,P6_3mc,0.0,0.0,4,False
mp-570081,CuI,Cu,Trigonal,P-3m1,0.0,0.0,4,True
mp-570136,CuI,Cu,Trigonal,P3m1,0.0,0.0,12,False
mp-673245,CuI,Cu,Monoclinic,Pc,0.0033963,0.0004245375,8,False
mp-1007922,CuI,Cu,Orthorhombic,Cmcm,0.0,0.0,4,False
mp-1096937,CuI,Cu,Cubic,Fm-3m,0.000364,0.000182,2,False
mp-1147667,CuI2,Cu,Tetragonal,P4/mmm,0.0069024,0.0023008,3,False
mp-1213016,CuI2,Cu,Tetragonal,P4/mmm,0.0001049,3.4966666666666665e-05,3,False
mp-33218,CuI4,Cu,Tetragonal,I-42m,0.0009155,0.0001831,5,True
mp-2745918,CuI4,Cu,Tetragonal,I-42m,0.0,0.0,5,False
mp-2766484,CuI4,Cu,Orthorhombic,Fmm2,0.0,0.0,5,False
mp-975905,Mo3I,Mo,Cubic,Fm-3m,0.9999855,0.249996375,4,False
mp-1198690,MoI2,Mo,Orthorhombic,Cmce,0.0,0.0,36,True
mp-864733,MoI3,Mo,Hexagonal,P6_3/mmc,5.9986385,0.7498298125,8,False
mp-1186215,Nb3I,Nb,Hexagonal,P6_3/mmc,0.0007135,8.91875e-05,8,False
mp-27772,Nb3I8,Nb,Trigonal,R-3m,0.0,0.0,22,True
mp-23226,Nb6I11,Nb,Orthorhombic,Pccn,3.9620902,0.05826603235294118,68,False
mp-1196526,Nb6I11,Nb,Orthorhombic,Pna2_1,11.31232,0.16635764705882353,68,False
mp-570722,NbI3,Nb,Hexagonal,P6_3/mcm,2.8000584,0.3500073,8,False
mp-570044,NbI4,Nb,Orthorhombic,Cmc2_1,0.0,0.0,20,True
mp-31487,NbI5,Nb,Monoclinic,P2_1/c,0.0,0.0,24,False
mp-569578,NbI5,Nb,Triclinic,P-1,1e-07,8.333333333333334e-09,12,True
mp-661308,NbI5,Nb,Triclinic,P-1,2.13e-05,1.775e-06,12,False
mp-973896,Ni3I,Ni,Tetragonal,I4/mmm,0.1022205,0.025555125,4,False
mp-973936,NiI,Ni,Hexagonal,P6_3mc,0.840798,0.2101995,4,False
mp-27638,NiI2,Ni,Trigonal,R-3m,2.0002597,0.6667532333333334,3,True
mp-1065933,YI,Y,Trigonal,P-3m1,1.4027713,0.350692825,4,False
mp-571442,YI3,Y,Trigonal,R-3,0.0,0.0,8,True
mp-27161,ZnI2,Zn,Tetragonal,I4_1/acd,0.0,0.0,48,True
mp-570964,ZnI2,Zn,Trigonal,R-3m,0.0015976,0.0005325333333333333,3,False
mp-571292,ZnI2,Zn,Hexagonal,P6/mmm,0.002573,0.0008576666666666667,3,False
mp-1206190,ZnI6,Zn,Orthorhombic,Cmmm,3.8648009,0.5521144142857143,7,False
mp-1188012,Zr3I,Zr,Cubic,Pm-3m,0.0058001,0.001450025,4,False
mp-684985,Zr5I18,Zr,Triclinic,P-1,0.3528435,0.005113673913043478,69,False
mp-1338653,Zr5I18,Zr,Triclinic,P-1,0.9864444,0.014296295652173913,69,False
mp-28241,ZrI2,Zr,Trigonal,R-3,1.9956793,0.11087107222222221,18,False
mp-570506,ZrI2,Zr,Orthorhombic,Pmn2_1,0.0,0.0,12,True
mp-571279,ZrI2,Zr,Monoclinic,P2_1/m,0.0,0.0,12,False
mp-23282,ZrI3,Zr,Hexagonal,P6_3/mcm,1.3e-06,1.625e-07,8,False
mp-570188,ZrI3,Zr,Orthorhombic,Pmmn,1.8e-06,1.125e-07,16,True
mp-541112,ZrI4,Zr,Triclinic,P-1,0.0,0.0,20,False
mp-571235,ZrI4,Zr,Monoclinic,P2/c,0.0,0.0,30,True
mp-1188071,ZrI4,Zr,Triclinic,P-1,2.66e-05,1.33e-06,20,False
mp-22894,AgI,Ag,Hexagonal,P6_3mc,0.0,0.0,4,False
mp-22915,AgI,Ag,Cubic,Pm-3m,0.0,0.0,2,False
mp-22919,AgI,Ag,Cubic,Fm-3m,0.0,0.0,2,False
mp-22925,AgI,Ag,Cubic,F-43m,0.0,0.0,2,False
mp-567809,AgI,Ag,Tetragonal,P4/nmm,0.0,0.0,4,False
mp-568927,AgI,Ag,Monoclinic,P2_1/m,1.8e-06,4.5e-07,4,False
mp-580941,AgI,Ag,Hexagonal,P6_3mc,0.0,0.0,8,True
mp-684580,AgI,Ag,Tetragonal,I-4m2,0.0001455,7.275e-05,2,False
mp-1182980,AgI,Ag,Hexagonal,P6mm,2.62e-05,1.31e-05,2,False
mp-33154,AgI2,Ag,Tetragonal,P-4m2,0.0014103,0.0004701,3,False
mp-703595,Cd13I28,Cd,Trigonal,P3m1,2.1511888,0.05246801951219512,41,False
mp-28248,CdI2,Cd,Hexagonal,P6_3mc,0.0,0.0,6,False
mp-567259,CdI2,Cd,Trigonal,P-3m1,0.0,0.0,3,False
mp-567296,CdI2,Cd,Trigonal,P-3m1,0.0,0.0,9,False
mp-567336,CdI2,Cd,Trigonal,P-3m1,0.0,0.0,12,False
mp-567359,CdI2,Cd,Trigonal,P-3m1,0.0,0.0,15,False
mp-567402,CdI2,Cd,Trigonal,P-3m1,0.0,0.0,18,False
mp-567442,CdI2,Cd,Trigonal,P-3m1,0.0,0.0,18,False
mp-567483,CdI2,Cd,Trigonal,P-3m1,0.0,0.0,18,False
mp-567534,CdI2,Cd,Trigonal,P-3m1,0.0,0.0,24,False
mp-567567,CdI2,Cd,Trigonal,P-3m1,0.0,0.0,27,False
mp-568233,CdI2,Cd,Trigonal,R-3m,0.0,0.0,6,False
mp-568289,CdI2,Cd,Trigonal,R-3m,0.0,0.0,9,False
mp-569468,CdI2,Cd,Trigonal,P3m1,0.0142666,0.00029722083333333333,48,False
mp-569510,CdI2,Cd,Trigonal,P3m1,0.0102848,0.00021426666666666668,48,False
mp-569611,CdI2,Cd,Trigonal,P3m1,0.0137316,0.0002692470588235294,51,False
mp-569666,CdI2,Cd,Trigonal,P3m1,0.0157985,0.0003097745098039216,51,False
mp-569722,CdI2,Cd,Trigonal,P3m1,0.0149648,0.00029342745098039216,51,False
mp-569964,CdI2,Cd,Trigonal,P3m1,0.0,0.0,24,False
mp-569994,CdI2,Cd,Hexagonal,P6_3mc,0.0,0.0,12,False
mp-570019,CdI2,Cd,Trigonal,P3m1,0.0,0.0,24,False
mp-570054,CdI2,Cd,Hexagonal,P6_3mc,0.0,0.0,24,False
mp-570082,CdI2,Cd,Trigonal,P3m1,0.0,0.0,24,False
mp-570089,CdI2,Cd,Hexagonal,P6_3mc,0.0,0.0,36,False
mp-570127,CdI2,Cd,Trigonal,P3m1,0.0,0.0,24,False
mp-570165,CdI2,Cd,Trigonal,P3m1,0.0,0.0,27,False
mp-570263,CdI2,Cd,Trigonal,P3m1,0.0003113,1.1529629629629629e-05,27,False
mp-570314,CdI2,Cd,Trigonal,P3m1,0.0,0.0,27,False
mp-570410,CdI2,Cd,Trigonal,P3m1,0.0,0.0,27,False
mp-570437,CdI2,Cd,Trigonal,P3m1,0.0,0.0,9,True
mp-570448,CdI2,Cd,Trigonal,P3m1,0.0166349,0.0004265358974358975,39,False
mp-570472,CdI2,Cd,Trigonal,P3m1,0.0,0.0,15,False
mp-570492,CdI2,Cd,Trigonal,P3m1,0.0,0.0,39,False
mp-570511,CdI2,Cd,Trigonal,P3m1,0.0,0.0,15,False
mp-570552,CdI2,Cd,Trigonal,P3m1,0.0,0.0,39,False
mp-570559,CdI2,Cd,Trigonal,P3m1,0.0,0.0,15,False
mp-570610,CdI2,Cd,Trigonal,P3m1,0.0,0.0,39,False
mp-570613,CdI2,Cd,Trigonal,P3m1,0.0,0.0,18,False
mp-570671,CdI2,Cd,Trigonal,P3m1,0.0,0.0,18,False
mp-570695,CdI2,Cd,Trigonal,P3m1,0.0,0.0,18,False
mp-570781,CdI2,Cd,Trigonal,P3m1,0.0,0.0,18,False
mp-570882,CdI2,Cd,Trigonal,P3m1,0.0,0.0,18,False
mp-570939,CdI2,Cd,Trigonal,P3m1,0.0,0.0,18,False
mp-571037,CdI2,Cd,Trigonal,P3m1,0.0,0.0,21,False
mp-571091,CdI2,Cd,Trigonal,P3m1,0.0,0.0,21,False
mp-571136,CdI2,Cd,Trigonal,P3m1,0.0,0.0,21,False
mp-571197,CdI2,Cd,Trigonal,P3m1,0.0,0.0,21,False
mp-571225,CdI2,Cd,Trigonal,P3m1,0.0,0.0,21,False
mp-571514,CdI2,Cd,Trigonal,P3m1,0.0,0.0,24,False
mp-571516,CdI2,Cd,Trigonal,P3m1,0.0109393,0.00022790208333333336,48,False
mp-571519,CdI2,Cd,Trigonal,P3m1,0.0,0.0,21,False
mp-571535,CdI2,Cd,Trigonal,P3m1,0.0,0.0,24,False
mp-571538,CdI2,Cd,Trigonal,P3m1,0.0,0.0,30,False
mp-571539,CdI2,Cd,Trigonal,P3m1,0.0,0.0,24,False
mp-571559,CdI2,Cd,Trigonal,P3m1,0.0,0.0,30,False
mp-571567,CdI2,Cd,Trigonal,P3m1,0.0,0.0,24,False
mp-571568,CdI2,Cd,Trigonal,P3m1,0.0,0.0,24,False
mp-571569,CdI2,Cd,Trigonal,P3m1,0.0,0.0,27,False
mp-571578,CdI2,Cd,Trigonal,P3m1,0.0,0.0,30,False
mp-571579,CdI2,Cd,Trigonal,P3m1,0.0,0.0,30,False
mp-571583,CdI2,Cd,Trigonal,P3m1,0.0,0.0,30,False
mp-571592,CdI2,Cd,Trigonal,P3m1,0.0,0.0,24,False
mp-571593,CdI2,Cd,Trigonal,P3m1,0.0,0.0,36,False
mp-571595,CdI2,Cd,Trigonal,P3m1,0.0,0.0,30,False
mp-571603,CdI2,Cd,Trigonal,P3m1,0.0,0.0,36,False
mp-571605,CdI2,Cd,Trigonal,P3m1,0.0,0.0,30,False
mp-571607,CdI2,Cd,Trigonal,P3m1,0.0017443,4.845277777777778e-05,36,False
mp-571613,CdI2,Cd,Trigonal,P3m1,0.0017812,4.947777777777778e-05,36,False
mp-571615,CdI2,Cd,Trigonal,P3m1,0.0,0.0,30,False
mp-571616,CdI2,Cd,Trigonal,P3m1,0.0,0.0,30,False
mp-571635,CdI2,Cd,Trigonal,P3m1,0.0140608,0.00039057777777777775,36,False
mp-571646,CdI2,Cd,Trigonal,P3m1,0.0017211,4.7808333333333334e-05,36,False
mp-571654,CdI2,Cd,Trigonal,P3m1,0.0,0.0,36,False
mp-571660,CdI2,Cd,Trigonal,P3m1,0.0020131,5.591944444444444e-05,36,False
mp-571667,CdI2,Cd,Trigonal,P3m1,0.003303,8.469230769230769e-05,39,False
mp-571668,CdI2,Cd,Trigonal,P3m1,0.0016907,4.696388888888889e-05,36,False
mp-573588,CdI2,Cd,Trigonal,R-3m,9.21e-05,7.675e-06,12,False
mp-573608,CdI2,Cd,Trigonal,R-3m,0.0001216,1.0133333333333333e-05,12,False
mp-574663,CdI2,Cd,Trigonal,R3m,5.81e-05,4.841666666666667e-06,12,False
mp-582042,CdI2,Cd,Trigonal,P3m1,0.0096572,0.00021460444444444443,45,False
mp-582084,CdI2,Cd,Trigonal,P3m1,0.0205009,0.0003796462962962963,54,False
mp-582619,CdI2,Cd,Trigonal,P3m1,0.5711973,0.03173318333333333,18,False
mp-624399,CdI2,Cd,Trigonal,P3m1,0.0,0.0,27,False
mp-624400,CdI2,Cd,Trigonal,P3m1,0.0,0.0,30,False
mp-624406,CdI2,Cd,Trigonal,P3m1,0.0,0.0,30,False
mp-624417,CdI2,Cd,Trigonal,P3m1,0.0012022,3.6430303030303035e-05,33,False
mp-624418,CdI2,Cd,Trigonal,P3m1,0.0012135,3.677272727272727e-05,33,False
mp-627401,CdI2,Cd,Trigonal,R3m,1.35e-05,9e-07,15,False
mp-627557,CdI2,Cd,Trigonal,P3m1,0.0,0.0,27,False
mp-647489,CdI2,Cd,Trigonal,P3m1,0.0,0.0,21,False
mp-669326,CdI2,Cd,Trigonal,P3m1,0.0,0.0,27,False
mp-669334,CdI2,Cd,Trigonal,P3m1,0.0062746,0.00013943555555555556,45,False
mp-669340,CdI2,Cd,Trigonal,P3m1,0.0039501,9.405e-05,42,False
mp-669357,CdI2,Cd,Trigonal,P3m1,0.0,0.0,33,False
mp-669358,CdI2,Cd,Trigonal,P3m1,0.001172,3.5515151515151514e-05,33,False
mp-669360,CdI2,Cd,Trigonal,P3m1,0.0,0.0,36,False
mp-680046,CdI2,Cd,Trigonal,P3m1,0.0039801,9.476428571428572e-05,42,False
mp-680047,CdI2,Cd,Trigonal,P3m1,0.0039681,9.447857142857142e-05,42,False
mp-680055,CdI2,Cd,Trigonal,P3m1,0.0011811,3.579090909090909e-05,33,False
mp-680092,CdI2,Cd,Trigonal,P3m1,0.0,0.0,30,False
mp-680093,CdI2,Cd,Trigonal,P3m1,0.0,0.0,33,False
mp-680094,CdI2,Cd,Trigonal,P3m1,0.0011991,3.6336363636363634e-05,33,False
mp-680095,CdI2,Cd,Trigonal,P3m1,0.001148,1.9133333333333332e-05,60,False
mp-680111,CdI2,Cd,Trigonal,P3m1,0.0,0.0,12,False
mp-680112,CdI2,Cd,Trigonal,P3m1,0.0012045,3.65e-05,33,False
mp-680113,CdI2,Cd,Trigonal,P3m1,0.0011895,3.6045454545454544e-05,33,False
mp-680114,CdI2,Cd,Trigonal,P3m1,0.0011947,3.62030303030303e-05,33,False
mp-680115,CdI2,Cd,Trigonal,P3m1,0.0039748,9.463809523809523e-05,42,False
mp-680116,CdI2,Cd,Trigonal,P3m1,0.0039597,9.427857142857143e-05,42,False
mp-680118,CdI2,Cd,Trigonal,P3m1,0.0,0.0,45,False
mp-680119,CdI2,Cd,Trigonal,P3m1,0.006241,0.00013868888888888888,45,False
mp-680120,CdI2,Cd,Trigonal,P3m1,0.0,0.0,45,False
mp-680133,CdI2,Cd,Trigonal,P3m1,0.0024481,4.8001960784313725e-05,51,False
mp-680144,CdI2,Cd,Trigonal,P3m1,0.0040084,7.032280701754385e-05,57,False
mp-680145,CdI2,Cd,Trigonal,P3m1,0.0011659,1.943166666666667e-05,60,False
mp-680146,CdI2,Cd,Trigonal,P3m1,0.0039778,6.97859649122807e-05,57,False
mp-680148,CdI2,Cd,Trigonal,P3m1,0.0011801,1.9668333333333333e-05,60,False
mp-680152,CdI2,Cd,Trigonal,P3m1,0.0063943,0.00014209555555555557,45,False
mp-680153,CdI2,Cd,Trigonal,P3m1,0.0015596,2.4755555555555555e-05,63,False
mp-680163,CdI2,Cd,Trigonal,P3m1,0.0043148,5.753066666666666e-05,75,False
mp-680172,CdI2,Cd,Trigonal,P3m1,0.0020417,3.093484848484849e-05,66,False
mp-680196,CdI2,Cd,Trigonal,P3m1,0.0022596,2.5972413793103448e-05,87,False
mp-684029,CdI2,Cd,Trigonal,P3m1,0.0039868,9.492380952380953e-05,42,False
mp-1188728,CdI2,Cd,Trigonal,R3m,0.0,0.0,18,False
mp-865521,LuI3,Lu,Hexagonal,P6_3/mmc,0.0,0.0,8,True
mp-1186445,Pd3I,Pd,Tetragonal,I4/mmm,0.0008837,0.000220925,4,False
mp-27747,PdI2,Pd,Monoclinic,P2_1/c,0.0,0.0,12,True
mp-569017,PdI2,Pd,Orthorhombic,Pnnm,0.0,0.0,6,False
mp-975142,RhI,Rh,Hexagonal,P6_3mc,4.86e-05,1.215e-05,4,False
mp-862601,RhI2,Rh,Tetragonal,P4_2/mnm,0.0032574,0.0005429,6,False
mp-1206891,RhI3,Rh,Monoclinic,C2/m,0.0,0.0,8,True
mp-974457,Ru3I,Ru,Cubic,Pm-3m,0.0021723,0.000543075,4,False
mp-974315,RuI,Ru,Hexagonal,P6_3mc,6.48e-05,1.62e-05,4,False
mp-1203591,TcI4,Tc,Monoclinic,P2_1/c,0.0085558,0.00021389500000000002,40,True
mp-27725,AuI,Au,Tetragonal,P4_2/ncm,0.0,0.0,8,True
mp-1214760,AuI2,Au,Tetragonal,P4_2/mmc,1.3e-06,2.1666666666666667e-07,6,True
mp-568838,Hg4I7,Hg,Tetragonal,P-4m2,0.0005699,5.180909090909091e-05,11,False
mp-22859,HgI,Hg,Tetragonal,I4/mmm,0.0,0.0,4,True
mp-23173,HgI2,Hg,Orthorhombic,Cmc2_1,0.0,0.0,6,False
mp-23192,HgI2,Hg,Tetragonal,P4_2/nmc,0.0,0.0,6,True
mp-567471,HgI2,Hg,Tetragonal,I4_1/amd,0.0,0.0,24,False
mp-568742,HgI2,Hg,Tetragonal,P4_2/nmc,0.0,0.0,24,False
mp-583213,HgI2,Hg,Tetragonal,I4_1/acd,0.0,0.0,48,False
mp-973601,HgI3,Hg,Tetragonal,I4/mmm,0.0017032,0.0004258,4,False
